source_file|category|year|constituency|page|extraction_method|row_data
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|92|text_fallback|disasters in both Chama North and Chama South constituencies have further
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|92|text_fallback|62
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|amplified this issue (Vilimukulu and Lunzi ward floods in 2019, Heavy rainfall and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|winds in Lundu Chiefdom in 2024 among others). Ripple effects of these impacts
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|affected the social wellbeing of victims during these trying times.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|As a response to this issue, the government at district level has prioritized the
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|increase of access to affordable and standardized housing units as well as
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|improving the security of land tenure for different social groups; As a road map,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|the 8NDP and National Housing Policy will guide the district’s action toward
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|addressing this issue. The stated priorities are to be actualized through
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|government interventions such as the land development fund, construction of
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|housing units for public facilities through means such as the CDF, establishment of
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|planning agreements, and housing programmes supported by non-
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|governmental organizations. In addition, these interventions are collaborative
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|and will involve the collective effort of all government departments and relevant
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|stakeholders within and beyond the district during the planning period.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|The expected outcome is a reduction in housing deficiency, mitigation of housing
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|related social issues, improved resilience to climatic impacts and disasters, and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|enhanced land tenure security for district residents as well as both public and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|private institutions.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|Description of the existing state of development
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|The following section looks at the state of development of the housing sector in
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|Chama district, the key performance indicators, and how the district is performing
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|at the current moment.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|Availability of services
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|As one of the basic human rights, housing is a priority of the government and a
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|service to be appreciated by the public. As it stands, only 2273 households in
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|93|text_fallback|63
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|94|text_fallback|Kamphemba ward which is 8% are within planned state land and can acquire
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|94|text_fallback|certificates of title while the remaining 25,884 which is 92% are on customary land
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|94|text_fallback|(Chama Town Council, 2024). As shown in Map 6, the remaining 23 wards are in
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|94|text_fallback|need of planning services for planned settlements and coordinated housing
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|94|text_fallback|infrastructure development.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|94|text_fallback|64
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|95|text_fallback|Map 6: Map depicting the planning status of the district
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|95|text_fallback|Source: Chama Town Council (2024)
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|95|text_fallback|65
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|Quality of services
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|When it comes to the quality of the services delivered with regards to housing
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|infrastructure, the district takes into consideration a number of parameters as
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|prescribed under the Dioxiadis zoning code standards developed for Lusaka
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|Province; The parameters include the type of construction material, availability of
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|sanitary amenities (Wash rooms), availability of piped water, availability of
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|electricity, and tenure of dwellings.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|An analysis of the district’s housing infrastructure shows that, only the few
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|households 2,273 (8%) within the planned area located in Kamphemba ward are
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|preview to standardized housing units. Though a few other settlements in various
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|locations across the district have been adopting building standards under
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|customary land. This is attributed to the advantages such as central location,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|access to construction material, presence of public utility services (water and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|power supply), and possibility to acquire ownership documentation.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|Issues arising from public participation process
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|While availability or access to quality standard infrastructure is a significant issue
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|on its own, the quality of the present infrastructure equally requires attention too.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|Chama district’s communities brought out a number of factors on this matter.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|Some factors cut across other sectors; this includes issues with transportation of
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|building materials, poor road network, which in turn affects commodity prices,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|and subsequently may lead to compromise on the use of standard building
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|materials.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|Other issues revolved around the acquisition of land tenure are state land or
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|customary land. While interventions such as the ZILMIS and ZAMPAY platforms
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|have made land administration easier, preliminary issues on the ground have
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|96|text_fallback|66
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|97|table|"USERS IN NEED OF HOUSING | FUTURE DEMAND FOR HOUSING"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|97|table|"CHAMA DISTRICT PUBLIC HOUSING | RESIDENTIAL HIGH COST – 19,407"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|97|table|" | RESIDENTIAL MEDIUM COST – 14,555"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|98|table|"AGRICULTURAL CAMP STAFF HOUSES | 71"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|98|table|"VETERINARY CAMP STAFF HOUSES | 7"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|98|table|"FORESTRY CAMP STAFF HOUSES | 5"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|98|table|"EDUCATION STAFF HOUSES | 1171"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|98|table|"HEALTH STAFF HOUSES | 572"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|98|table|"SECURITY STAFF HOUSES | 14"
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|Issues Arising Relating to Gender Groups and Vulnerable Groups
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|Housing shapes community experiences, especially for vulnerable groups like
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|women, youth, and the differently abled.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|1. Women and Girls: In Chama District, housing shortages mean female
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|students and women attending skills training face risks like gender-based
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|violence when forced to live in unsafe areas. Although changing norms
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|have improved women's access to land, they still face significant
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|challenges around affordability and safety.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|2. Men and Boys: Stable housing provides men with mental well-being, a
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|sense of pride, and community security. Lack of affordable housing can
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|lead to homelessness, social isolation, and crime, particularly among low-
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|income men.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|3. Youth: Young people need accessible housing for job opportunities and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|personal growth. In Chama, high demand for limited housing creates
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|inequalities, pushing youth to migrate for better prospects and potentially
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|weakening local development.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|4. Differently Abled: Housing infrastructure often fails to meet accessibility
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|needs, limiting the economic opportunities and social inclusion of those
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|with disabilities.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|Addressing these issues is crucial to fostering community stability, safety, and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|economic development.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|WATER AND SANITATION SECTOR
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|The Water and Sanitation sector is responsible for development and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|management of water resources, provision of clean water supply and adequate
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|sanitation in the district. This sector provides a review on existing plans and
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|99|text_fallback|69
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|strategies that govern the performance and highlights the core issues affecting
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|sector development in the district.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|Key Government Priorities to Be Implemented at a Local Level
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|The Chama district faces significant challenges due to inadequate clean water
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|supply and underdeveloped sanitation infrastructure. These issues lead to disease
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|outbreaks, environmental degradation, poor economic growth, and food
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|insecurity. Residents often rely on shallow wells and pit latrines, increasing the risk
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|of waterborne infections, especially during floods.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|To address these problems, Chama has outlined two main priorities aligned with
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|national development plans: enhancing water resource management through
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|increased investments and improving access to clean water and sanitation.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|Efforts will include establishing water points, constructing dams, developing water
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|schemes, installing hand pumps, and promoting community awareness on
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|sanitation practices. Implementing these strategies aims to improve public health,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|sanitation, and the overall economic conditions in the district.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|Description of the existing state of development
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|The overall performance of water and sanitation sector in the district can be
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|described as below average. It is below the set target of 90% both for water
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|supply and sanitation.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|Urban Water Supply
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|Public water supply and sanitation are essential for socio-economic
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|development. The Eastern Water and Sanitation Company Limited (ESWC)
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|provide piped water in urban and peri-urban areas, servicing 1,080 customers
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|and 188 households through three kiosks. However, 10,998 households in these
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|100|text_fallback|70
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|101|text_fallback|areas rely on boreholes and do not receive piped water from ESWC. Areas lacking
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|101|text_fallback|access to piped water include Chimwemwe, Makeni A and B, Mtayachalo
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|101|text_fallback|compound, Hospital Area, Magroceries, Kazenga, Chizimba, parts of Lukombozi,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|101|text_fallback|and sections of East Rise. This urban network is as shown in Figure 6.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|101|text_fallback|71
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|102|text_fallback|Figure 6: Layout of the Urban Water Reticulation Network
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|102|text_fallback|Source: EWSC (2024)
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|102|text_fallback|72
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|Rural water Supply
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|Chama District has a total of 471 functional boreholes serving a population of
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|140,326. However, 66 boreholes are non-functional, contributing to water access
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|challenges. The distribution of boreholes is uneven, with Kamphemba, Mwalala,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|Lumezi, Lupamazi, and Kalinkhu wards having a higher concentration of water
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|points, while other wards face inadequate access to clean water as depicted in
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|Map 7.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|103|text_fallback|73
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|104|text_fallback|Map 7: Chama District Water Points
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|104|text_fallback|Source: DWSD Chama District (2023)
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|104|text_fallback|74
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|The Local Authority, in collaboration with partners like World Vision Zambia,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|UNICEF, and the TRALARD project, is enhancing access to safe and adequate
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|water in rural areas. UNICEF and the Local Authority installed 57 boreholes funded
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|through the CDF to improve water supply. In 2022, World Vision Zambia drilled 17
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|boreholes in Chikwa and Chifunda Chiefdoms as part of the Chikwa WASH
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|project and aims to complete 52 boreholes (22 mechanized, 30 with hand
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|pumps) over the next two years. The TRALARD project built 25 mechanized water
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|systems to support vulnerable communities, while Reformed Open Community
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|Schools (ROCS) rehabilitated 14 boreholes in community schools.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|Urban Sanitation
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|Chama District lacks a public sewerage system, and most households rely on
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|onsite treatment methods like septic tanks and soak ways for waste
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|management. The district also does not have skip bins or adequate waste storage
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|facilities for temporary disposal by traders and residents. With the urban
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|population growing, there is a pressing need for investment in sanitation
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|infrastructure to enhance sanitation for individual homes.
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|Rural Sanitation
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|In order to enhance sanitation levels in the rural areas, the Local Authority in
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|cooperation with World Vision is running an Open Defecation Free status
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|attainment programme in all the 6 wards in Chikwa and Chifunda. As it stands,
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|only Lundu Chiefdom has been certified as Open Defecation Free (Map 8).
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|105|text_fallback|75
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|106|text_fallback|Map 8: Map depicting the ODF status
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|106|text_fallback|Source: Chama Town Council (2024)
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|106|text_fallback|76
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|107|text_fallback|Issues arising from public participation process
CHAMA-DISTRICT-INTEGRATED-DEVELOPMENT-PLAN-28_02_2025.pdf|idp|2025|both|107|text_fallback|The situation in Chama District is dire, with most areas lacking access to clean
